"recording.title","recording.artist.credit.phrase","number"
"I’m Glad","Jennifer Lopez",7
"If I Could Go","Angie Martinez feat. Lil’ Mo & Sacario",7
"If You’re Gone","Matchbox Twenty",7
"In a Little While","Uncle Kracker",7
"Izzo (H.O.V.A.)","Jay‐Z",7
"Landslide","Dixie Chicks",7
"Lately","Tyrese",7
"Lessons Learned","Tracy Lawrence",7
"Livin' It Up","Ja Rule feat. Case",7
"Long Time Gone","Dixie Chicks",7
"Nasty Girl","Nitty",7
"No me dejes de querer","Gloria Estefan",7
"Nobody's Supposed to Be Here","Deborah Cox",7
"One More Chance","Michael Jackson",7
"One of Those Days","Whitney Houston",7
"One Woman Man","Dave Hollister",7
"Oops!... I Did It Again","Britney Spears",7
"Please Remember Me","Tim McGraw",7
"Put That Woman First","Jaheim",7
"Ready to Run","Dixie Chicks",7
"Rollercoaster","B*Witched",7
"Rollin'","Limp Bizkit",7
"Shorty Wanna Ride","Young Buck",7
"Somebody Like You","Keith Urban",7
"Song for the Lonely","Cher",7
"Still Frame","Trapt",7
"Summer Girls","LFO",7
"Superman","Eminem",7
"Thank You for Loving Me","Bon Jovi",7
"The Itch","Vitamin C",7
"The Wreckoning","Boomkat",7
"There She Goes","Babyface",7
"This Way","Dilated Peoples feat. Kanye West",7
"Three Wooden Crosses","Randy Travis",7
"Through the Rain","Mariah Carey",7
"Thug Lovin'","Ja Rule feat. Bobby Brown",7
"Tough Little Boys","Gary Allan",7
"Unwell","Matchbox Twenty",7
"Wait a Minute","Ray J feat. Lil’ Kim",7
"When a Woman's Fed Up","R. Kelly",7
"Where Were You (When the World Stopped Turning)","Alan Jackson",7
"Wild Wild West","Kool Moe Dee",7
"You'll Be in My Heart","Phil Collins",7
"You Know You're Right","Nirvana",7
"(There's Gotta Be) More to Life","Stacie Orrico",6
"21 Questions","50 Cent feat. Nate Dogg",6
"Act a Fool","Ludacris",6
"All I Have to Give","Backstreet Boys",6
"All That I Can Say","Mary J. Blige",6
"Another Dumb Blonde","Hoku",6
"Anything But Down","Sheryl Crow",6
"Away From Me","Puddle of Mudd",6
"Bailamos","Enrique Iglesias",6
"Black Balloon","The Goo Goo Dolls",6
"Bright Lights","Matchbox Twenty",6
"Brokenheartsville","Joe Nichols",6
"Butterfly","Crazy Town",6
"Carlene","Phil Vassar",6
"Castles in the Sky","Ian Van Dahl feat. Marsha",6
"Charlene","Anthony Hamilton",6
"Cherchez Laghost","Ghostface Killah",6
"Confessions, Part II","Usher",6
"Crazy","Billie Jo Spears",6
"Crazy Little Thing Called Love","Dwight Yoakam",6
"Dancin’","Guy",6
"Dancing Queen","A★Teens",6
"Danger","Erykah Badu",6
"Diamond in the Back","Ludacris",6
"Falls Apart","Sugar Ray",6
"Feels Like Love","Vince Gill",6
"Figured You Out","Nickelback",6
"Get By","Talib Kweli",6
"Get No Better","Cassidy feat. Mashonda",6
"Gots Ta Be","B2K",6
"Gotta Man","Eve",6
"Heaven","Dash Berlin feat. Do",6
"Hella Good","No Doubt",6
"Here's to the Night","Eve 6",6
"Higher","Creed",6
"Holidae In","Chingy feat. Ludacris & Snoop Dogg",6
"Hooch","Everything",6
"How Come You Don’t Call Me","Alicia Keys",6
"I'm Gonna Miss Her","Brad Paisley",6
"I Could Not Ask for More","Edwin McCain",6
"I Do!!","Toya",6
"I Love You","Faith Evans",6
"I Wanna Do It All","Terri Clark",6
"I’m Gonna Getcha Good!","Shania Twain",6
"Irresistible","Jessica Simpson",6
"It's Not Right but It's Okay","Whitney Houston",6
"It's the Things You Do","Five",6
"It’s All Been Done","Barenaked Ladies",6
"It’s Been Awhile","Staind",6
"It’s Over Now","112",6
"Just for You","Lionel Richie",6
"Just Friends (Sunny)","Musiq",6
"Let Me Let Go","Faith Hill",6
"Lifestyles of the Rich and Famous","Good Charlotte",6
"Lifetime","Maxwell",6
"Lights, Camera, Action","Mr. Cheeks",6
"Live Like You Were Dying","Tim McGraw",6
"Love Don't Cost a Thing","Jennifer Lopez",6
"Mambo No. 5","Lou Bega",6
"Man! I Feel Like a Woman","Shania Twain",6
"My Boo","Usher feat. Alicia Keys",6
"My Little Secret","Xscape",6
"My Love Is Like... Wo","Mýa",6
"My Love Is Like… Wo","Mýa",6
"My Place","Nelly feat. Jaheim",6
"My Town","Montgomery Gentry",6
"Nastradamus","Nas",6
"No More (Baby I’ma Do Right)","3LW",6
"Officially Missing You","Tamia",6
"Oh No","Mos Def & Pharoahe Monch feat. Nate Dogg",6
"One More Day","Diamond Rio",6
"Open My Heart","Yolanda Adams",6
"Over and Over","Nelly feat. Tim McGraw",6
"P.I.M.P.","50 Cent",6
"Papa Don't Preach","Kelly Osbourne",6
"Put Me Down","Donell Jones",6
"Raise Up (All Cities remix)","Petey Pablo",6
"Rich Girl","Gwen Stefani feat. Eve",6
"Roc the Mic","Beanie Sigel feat. Freeway",6
"Ruff Ryders’ Anthem","DMX",6
"Say Yes","Floetry",6
"Shackles","Mary Mary",6
"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",6
"She's a Bitch","Missy Elliott",6
"Show Me the Meaning of Being Lonely","Backstreet Boys",6
"So Far Away","Staind",6
"Southern Hospitality","Ludacris",6
"Splash Waterfalls","Ludacris",6
"Step in the Name of Love","R. Kelly",6
"Still Dre","Dr. Dre feat. Snoop Dogg",6
"Stupid Girl","Cold",6
"Take My Breath Away","Jessica Simpson",6
"Talk About Our Love","Brandy feat. Kanye West",6
"That Girl","Marques Houston",6
"The Cowboy in Me","Tim McGraw",6
"The Long Goodbye","Brooks & Dunn",6
"The Way","Jill Scott",6
"These Are the Days","O‐Town",6
"This Woman's Work","Maxwell",6
"Two Teardrops","Steve Wariner",6
"U Don't Have to Call","Usher",6
"U Don’t Have to Call","Usher",6
"Vitamin R (Leading Us Along)","Chevelle",6
"Vivrant Thing","Q‐Tip",6
"We Need a Resolution","Aaliyah feat. Timbaland",6
"What About Now","Lonestar",6
"What Happened to That Boy","Baby feat. Clipse",6
"What If","Babyface",6
"What It Feels Like for a Girl","Madonna",6
"What’s My Name","DMX",6
"When a Woman’s Fed Up","R. Kelly",6
"When I'm Gone","3 Doors Down",6
"When It’s Over","Sugar Ray",6
"Where Are You Going?","Dave Matthews Band",6
"Where Do We Go From Here","Filter",6
"Who Needs Pictures","Brad Paisley",6
"Who’s That Girl","Eve",6
"Wish You Were Here","Mark Wills",6
"Wrapped Up in You","Garth Brooks",6
"Yes!","Chad Brock",6
"You're a God","Vertical Horizon",6
"You Are Everything","Dru Hill",6
"You Know That I Love You","Donell Jones",6
"You’ve Got a Way","Shania Twain",6
"#1","Nelly",5
"(You Drive Me) Crazy","Britney Spears",5
"24/7","Kevon Edmonds",5
"99 Problems","JAY‐Z",5
"A Long Walk","Jill Scott",5
"Accidentally in Love","Counting Crows",5
"Addictive (remix)","Truth Hurts feat. Rakim",5
"All Eyez on Me","Monica",5
"All the Places (I Will Kiss You)","Aaron Hall",5
"Always","Saliva",5
"Angry All the Time","Tim McGraw",5
"Are You Gonna Be My Girl?","Jet",5
"B R Right","Trina feat. Ludacris",5
"Back When","Tim McGraw",5
"Beautiful Mess","Diamond Rio",5
"Because You Love Me","Jo Dee Messina",5
"Boom Boom Boom Boom","Vengaboys",5
"Boom, Boom, Boom, Boom","Vengaboys",5
"Broadway","The Goo Goo Dolls",5
"Burn","Jo Dee Messina",5
"Busy Man","Billy Ray Cyrus",5
"Butterflies","Michael Jackson",5
"Chop Suey","System of a Down",5
"Cleanin' Out My Closet","Eminem",5
"Come on Over","Shania Twain",5
"Come On Over Baby (All I Want Is You)","Christina Aguilera",5
"Crash and Burn","Savage Garden",5
"Crawling in the Dark","Hoobastank",5
"Culo","Pitbull feat. Lil Jon",5
"Days Go By","Keith Urban",5
"Don’t Tell Me","Madonna",5
"Down 4 U","Charli Baltimore feat. Ja Rule, Ashanti & Vita",5
"Forgot About Dre","Dr. Dre feat. Eminem",5
"Forgot About Dre","Eminem",5
"Freakin’ It","Will Smith",5
"Freedom","Paul McCartney",5
"Gangsta Nation","Westside Connection feat. Nate Dogg",5
"Georgia","Carolyn Dawn Johnson",5
"Good Morning Beautiful","Steve Holy",5
"Goodbye","Jagged Edge",5
"Goodbye to You","Michelle Branch",5
"Graduation (Friends Forever)","Vitamin C",5
"Guess Who's Back","Scarface feat. Jay‐Z & Beanie Sigel",5
"Here Is Gone","The Goo Goo Dolls",5
"Hey Ya","OutKast",5
"Hit 'em Up Style (Oops!)","Blu Cantrell",5
"Home to You","John Michael Montgomery",5
"Hot In Herre","Nelly",5
"I'd Do Anything","Simple Plan",5
"I'm Glad","Jennifer Lopez",5
"I'm Gonna Be Alright (Track Masters remix)","Jennifer Lopez feat. Nas",5
"I'm Gonna Getcha Good!","Shania Twain",5
"I Belong to You","Lenny Kravitz",5
"I Breathe In, I Breathe Out","Chris Cagle",5
"I Cry","Ja Rule feat. Lil’ Mo",5
"I Go Back","Kenny Chesney",5
"I Miss My Friend","Darryl Worley",5
"I Need You","LeAnn Rimes",5
"I Wanna Be Bad","Willa Ford",5
"I’m Real (Murder remix)","Jennifer Lopez feat. Ja Rule",5
"If I Could Go!","Angie Martinez feat. Lil’ Mo & Sacario",5
"If You Love Me","Mint Condition",5
"In a Real Love","Phil Vassar",5
"Iris","The Goo Goo Dolls",5
"It's All About You (Not About Me)","Tracie Spencer",5
"It Was","Chely Wright",5
"It’s a Great Day to Be Alive","Travis Tritt",5
"Jumpin Jumpin","Destiny’s Child",5
"Just a Friend 2002","Mario",5
"Laredo","Chris Cagle",5
"Left, Right, Left","Drama",5
"Let’s Get It Started","The Black Eyed Peas",5
"Let’s Stay Home Tonight","Joe",5
"Liar","Profyle",5
"Life","K‐Ci & JoJo",5
"Love You More","Ginuwine",5
"Magic Stick","Lil’ Kim feat. 50 Cent",5
"Mambo No. 5 (A Little Bit Of…)","Lou Bega",5
"Modern Day Bonnie and Clyde","Travis Tritt",5
"More Than That","Backstreet Boys",5
"Mud on the Tires","Brad Paisley",5
"My Front Porch Looking In","Lonestar",5
"N 2 Gether Now","Limp Bizkit feat. Method Man",5
"No Me Dejes De Querer","Gloria Estefan",5
"No Shoes, No Shirt, No Problems","Kenny Chesney",5
"On the Way Down","Ryan Cabrera",5
"One Last Breath","Creed",5
"Oops!… I Did It Again","Britney Spears",5
"Ordinary Life","Chad Brock",5
"Out of My Heart","BBMak",5
"Perdidos","Monchy & Alexandra",5
"Pour Me","Trick Pony",5
"Powerful Thing","Trisha Yearwood",5
"Re‐Arranged","Limp Bizkit",5
"React","Erick Sermon feat. Redman",5
"Real Big","Mannie Fresh",5
"Red Dirt Road","Brooks & Dunn",5
"Ride Wit U","Joe feat. G‐Unit",5
"Rollin’ (Air Raid Vehicle)","Limp Bizkit",5
"Run","George Strait",5
"Satisfy You","Puff Daddy feat. R. Kelly",5
"Say I Yi Yi","Ying Yang Twins",5
"Separated","Avant",5
"Sexual (Afterlife mix)","Amber",5
"Sexual (Plasma remix)","Amber",5
"She's All I Ever Had","Ricky Martin",5
"She’s a Bitch","Missy Elliott",5
"Simple Kind of Life","No Doubt",5
"Single White Female","Chely Wright",5
"Slide","The Dresden Dolls",5
"Slide","The Goo Goo Dolls",5
"Slow Jamz","Kanye West feat. Twista & Jamie Foxx",5
"Slow Motion","Juvenile feat. Soulja Slim",5
"So in Love With Two","Mikaila",5
"Soldier","Destiny’s Child feat. T.I. & Lil Wayne",5
"Some Beach","Blake Shelton",5
"Someone to Love You","Ruff Endz",5
"Something Happened on the Way to Heaven","Deborah Cox",5
"Stay the Night","iMX",5
"Take Ya Home","Bow Wow",5
"Taking You Home","Don Henley",5
"That’s the Way It Is","Céline Dion",5
"The Animal Song","Savage Garden",5
"The Baby","Blake Shelton",5
"The Christmas Shoes","NewSong",5
"The Impossible","Joe Nichols",5
"The Next Episode","Snoop Dogg",5
"The One","Backstreet Boys",5
"There It Is","Ginuwine",5
"There She Goes","Sixpence None the Richer",5
"There You'll Be","Faith Hill",5
"This Woman Needs","SHeDAISY",5
"Thugz Mansion","2Pac",5
"Trade It All","Fabolous feat. Jagged Edge",5
"Two Wrongs","Wyclef Jean feat. Claudette Ortiz",5
"U Make Me Wanna","Jadakiss feat. Mariah Carey",5
"Unbelievable","Diamond Rio",5
"Until the End of Time","2Pac",5
"Watch the Wind Blow By","Tim McGraw",5
"Way of Life","Lil Wayne",5
"What's Luv?","Fat Joe feat. Ashanti",5
"What Am I Gonna Do","Tyrese",5
"What It’s Like","Everlast",5
"What’s Luv","Fat Joe feat. Ashanti",5
"What’s Your Fantasy","Ludacris feat. Shawnna",5
"Whatchulookinat","Whitney Houston",5
"When I Said I Do","Clint Black",5
"Where Are We Runnin’?","Lenny Kravitz",5
"Where I Wanna Be","Donell Jones",5
"Where Is the Love?","The Black Eyed Peas",5
"Who I Am","Jessica Andrews",5
"Who’s That Girl?","Eve",5
"Whoa","Black Rob",5
"Why Can't I?","Liz Phair",5
"Why Don’t We Fall in Love","Amerie",5
"Wild West Show","Big & Rich",5
"Wild Wild West","Will Smith feat. Dru Hill & Kool Moe Dee",5
"Yeah!","Usher feat. Lil Jon & Ludacris",5
"You've Got a Way","Shania Twain",5
"You Got Me","The Roots feat. Erykah Badu",5
"Young","Kenny Chesney",5
"A Little Gasoline","Terri Clark",4
"A Little Less Conversation","Elvis Presley vs. JXL",4
"A Moment Like This","Kelly Clarkson",4
"A New Day Has Come (radio remix)","Céline Dion",4
"All I Have to Give (Davidson Ospina radio mix)","Backstreet Boys",4
"All I Want for Christmas Is You","Mariah Carey",4
"All Night Long","Faith Evans feat. Puff Daddy",4
"Almost Doesn’t Count","Brandy",4
"Almost Home","Craig Morgan",4
"Almost Home","Mary Chapin Carpenter",4
"Angel","Amanda Perez",4
"Angel","Lionel Richie",4
"Are You That Somebody?","Aaliyah",4
"As We Lay","Kelly Price",4
"Baby","Ashanti",4
"Baby (radio edit)","Ashanti",4
"Baby Girl","Sugarland",4
"Baby I Love U! (R. Kelly remix)","Jennifer Lopez",4
"Bad Boy for Life","P. Diddy feat. Black Rob & Mark Curry",4
"Bad Boy This Bad Boy That","Da Band",4
"Badaboom","B2K feat. Fabolous",4
"Be With You","Enrique Iglesias",4
"Best I Ever Had","Vertical Horizon",4
"Best of Intentions","Travis Tritt",4
"Big Machine","Goo Goo Dolls",4
"Bouncin' Back","Mystikal",4
"Breathe, Stretch, Shake","Mase feat. P. Diddy",4
"Bridging the Gap","Nas feat. Olu Dara",4
"Bring It All to Me","Blaque",4
"Broken","Seether feat. Amy Lee",4
"Can't Believe","Faith Evans feat. Carl Thomas",4
"Can’t Deny It","Fabolous feat. Nate Dogg",4
"Can’t Fight the Moonlight","LeAnn Rimes",4
"Can’t Hold Us Down","Christina Aguilera feat. Lil’ Kim",4
"Can’t Let You Go","Fabolous feat. Mike Shorey & Lil’ Mo",4
"Caramel","City High feat. Eve",4
"Cleanin’ Out My Closet","Eminem",4
"Come and Get With Me","Keith Sweat feat. Snoop Dogg",4
"Concrete Angel","Martina McBride",4
"Couldn't Last a Moment","Collin Raye",4
"Country Grammar (Hot…)","Nelly",4
"Crazy","Javier",4
"Crazy in Love","Beyoncé feat. JAY‐Z",4
"Damaged","TLC",4
"Damn!","YoungBloodZ feat. Lil Jon",4
"Danger","Mystikal feat. Nivea",4
"Dear Lie","TLC",4
"Don't Laugh At Me","Mark Wills",4
"Don't Think I'm Not","Kandi",4
"Don’t Say You Love Me","M2M",4
"Doo Wop","Lauryn Hill",4
"Drive (For Daddy Gene)","Alan Jackson",4
"Drive Me Wild","Sawyer Brown",4
"Emotional","Carl Thomas",4
"Everyone Falls In Love","Tanto Metro & Devonte",4
"Everything Is Everything (radio edit)","Lauryn Hill",4
"Everywhere (acoustic)","Michelle Branch",4
"F**k It (I Don’t Want You Back)","Eamon",4
"Feel It Boy","Beenie Man feat. Janet",4
"Feel the Girl","Ms. Jade",4
"Fortunate","Maxwell",4
"Freakin' It","Will Smith",4
"From tha Chuuuch to da Palace","Snoop Dogg",4
"From the Bottom of My Broken Heart","Britney Spears",4
"Gangsta Girl","Big Tymers feat. R. Kelly",4
"Gangsta Lovin'","Eve feat. Alicia Keys",4
"Georgy Porgy","Eric Benét feat. Faith Evans",4
"Get Gone","Ideal",4
"Girl Talk","TLC",4
"Girlfriend (The Neptunes remix)","*NSYNC feat. Nelly",4
"Good Little Girls","Blue County",4
"Ha","Juvenile",4
"Halfcrazy","Musiq",4
"Happily Ever After","Case",4
"Have You Forgotten?","Darryl Worley",4
"He Can't Love U","Jagged Edge",4
"He Wasn't Man Enough","Toni Braxton",4
"Heaven","Do",4
"Hit the Freeway","Toni Braxton feat. Loon",4
"Hold On","Good Charlotte",4
"Hold on to Me","John Michael Montgomery",4
"Hot Mama","Trace Adkins",4
"How Do You Fall in Love","Alabama",4
"How Many Licks","Lil’ Kim feat. Sisqó",4
"Husbands and Wives","Brooks & Dunn",4
"I'll Still Love You More","Trisha Yearwood",4
"I'm Gonna Be Alright","Jennifer Lopez feat. Nas",4
"I'm Not Ready","Keith Sweat",4
"I'm Real","Jennifer Lopez feat. Ja Rule",4
"I Believe","Diamond Rio",4
"I Can Do That","Montell Jordan",4
"I Care 4 U","Aaliyah",4
"I Do","Toya",4
"I Don't Wanna","Aaliyah",4
"I Don't Want To Miss A Thing","Aerosmith",4
"I Just Wanna Be Mad","Terri Clark",4
"I Love You This Much","Jimmy Wayne",4
"I Still Believe","Mariah Carey",4
"I Think God Can Explain","Splender",4
"I’m Movin’ On","Rascal Flatts",4
"I’m Real","Jennifer Lopez feat. Ja Rule",4
"If I Can’t","50 Cent",4
"If You Ever Stop Loving Me","Montgomery Gentry",4
"Incomplete (Stargate radio edit)","Sisqó",4
"Into You","Fabolous feat. Ashanti",4
"Irresistible (Hex Hector club mix)","Jessica Simpson",4
"It's a Great Day to Be Alive","Travis Tritt",4
"It's Over Now","Deborah Cox",4
"It Wasn’t Me","Shaggy feat. Ricardo “Rik Rok” Ducent",4
"Jumpin', Jumpin'","Destiny’s Child",4
"Jumpin’, Jumpin’","Destiny’s Child",4
"Just a Little While","Janet Jackson",4
"Just A Little While","Janet Jackson",4
"Just the Two of Us (radio edit)","Will Smith",4
"Knoc","Knoc‐Turn’Al feat. Dr. Dre & Missy Elliott",4
"La bomba","Azul Azul",4
"Lady Marmalade","Christina Aguilera, Lil’ Kim, Mýa & P!nk",4
"Laundromat","Nivea",4
"Let's Get Down","Bow Wow feat. Baby",4
"Let’s Get Dirty (I Can’t Get in da Club)","Redman feat. DJ Kool",4
"Lights, Camera, Action!","Mr. Cheeks",4
"Look at Us (radio edit)","Sarina Paris",4
"Love of a Woman","Travis Tritt",4
"Love You Out Loud","Rascal Flatts",4
"Lovin' All Night","Patty Loveless",4
"Maybe I Deserve","Tank",4
"Meeting in My Bedroom","Silk",4
"More & More","Joe",4
"Most Girls (X-Men vocal mix)","P!nk",4
"My Best Friend","Tim McGraw",4
"My First Night With You","Mýa",4
"My Heart Is Lost to You","Brooks & Dunn",4
"My Love Goes On and On","Chris Cagle",4
"Never (DJ Tiësto remix)","The Roc Project feat. Tina Arena",4
"Never Gonna Let You Go","Faith Evans",4
"Never Had a Dream Come True","S Club 7",4
"New York","Ja Rule feat. Fat Joe & Jadakiss",4
"No More","3LW",4
"No More Rain (in This Cloud)","Angie Stone",4
"No More Rain (In This Cloud)","Angie Stone",4
"No One's Gonna Change You","Reina",4
"Not Today","Mary J. Blige feat. Eve",4
"Nothing on but the Radio","Gary Allan",4
"One Voice","Billy Gilman",4
"Only in America","Brooks & Dunn",4
"Only Time (remix)","Enya",4
"Ooh!","Mary J. Blige",4
"Oops!…I Did It Again","Britney Spears",4
"Outrageous","Britney Spears",4
"Overnight Celebrity","Twista",4
"Part II","Method Man & Redman",4
"Pimp Juice","Nelly",4
"Pop a Top","Alan Jackson",4
"Pull Over","Trina",4
"Rain on Me","Ashanti",4
"Remember When","Alan Jackson",4
"Rhythm Divine","Enrique Iglesias",4
"Riding With Private Malone","David Ball",4
"Rock Wit U","Ashanti",4
"Running","No Doubt",4
"Set It Off","Juvenile",4
"Shadow","Ashlee Simpson",4
"She'll Leave You With a Smile","George Strait",4
"She's All I Got","Jimmy Cozier",4
"She's Not Just a Pretty Face","Shania Twain",4
"She's So High","Tal Bachman",4
"She Thinks My Tractor's Sexy","Kenny Chesney",4
"She’s Not Just a Pretty Face","Shania Twain",4
"She’s So High","Tal Bachman",4
"Simple Life","Carolyn Dawn Johnson",4
"Sitting Home","Total",4
"Snake","R. Kelly feat. Big Tigger",4
"Someday","Sugar Ray",4
"Somewhere Out There","Our Lady Peace",4
"Stay or Let It Go","Brian McKnight",4
"Still Fly","Big Tymers",4
"Stingy","Ginuwine",4
"Stranger in My House (HQ2 mix)","Tamia",4
"Stuck (Thunderpuss radio remix)","Stacie Orrico",4
"Stutter","Joe feat. Mystikal",4
"Sunshine","Lil’ Flip feat. Lea",4
"Superman (It’s Not Easy)","Five for Fighting",4
"Take You Home","Angie Martinez feat. Kelis",4
"Taking Everything","Gerald Levert",4
"Tal vez","Ricky Martin",4
"Ten Rounds With Jose Cuervo","Tracy Byrd",4
"That's The Way It Is","Céline Dion",4
"That's When I Love You","Phil Vassar",4
"That Other Woman","Changing Faces",4
"The Anthem","Good Charlotte",4
"The Jump Off","Lil’ Kim feat. Mr. Cheeks",4
"The Next Episode","Dr. Dre feat. Snoop Dogg",4
"The Way You Love Me (radio remix)","Faith Hill",4
"There Goes My Life","Kenny Chesney",4
"There You Have It","Blackhawk",4
"These Days","Rascal Flatts",4
"This Is How We Do","Big Tymers",4
"This One's for the Girls","Martina McBride",4
